main_topic_id|main_topic_name|sub_topic_id|sub_topic_name|question_id
5878262490202112|Arithmetic Reasoning|5161978528006144|Number Properties Extended 1|6103753857957888
5533861310103552|General Science|4819397214470144|Physical Science 1|6266700271976448
6473544454111232|Word Knowledge|4879983163998208|Contextualised Questions 1|4910262492594176
5878262490202112|Arithmetic Reasoning|5165552922263552|Distance, Rate, & Time Extended 1|5790718790467584
5878262490202112|Arithmetic Reasoning|4872818244190208|Statistics Extended 2|6066456898830336
6473544454111232|Word Knowledge|6428095535906816|Synonym-based Questions 1|5545436616065024
5878262490202112|Arithmetic Reasoning|5401595265155072|Percentage 1|5866554946224128
5984778887102464|Paragraph Comprehension|6447547467956224|Word Meaning in Context Extended 2|5829443331293184
5945201837211648|Mathematics Knowledge|5943348347011072|Algebra 1|5613410949529600
5861375517655040|Auto and Shop Information|5100872191180800|Metal Shop 1|5881733763301376
5533861310103552|General Science|5964665075007488|Ecology Extended 3|4615101550166016
5984778887102464|Paragraph Comprehension|5040172584402944|Word Meaning in Context Extended 3|4660662563241984
5984778887102464|Paragraph Comprehension|6503143135248384|Main Idea Extended 2|5963762351734784
5533861310103552|General Science|6558426519830528|Ecology Extended 2|6065845310586880
5861375517655040|Auto and Shop Information|5216035095445504|Automotive Knowledge Extended 1|6482672490643456
5878262490202112|Arithmetic Reasoning|5401595265155072|Percentage 1|5153181682106368
5945201837211648|Mathematics Knowledge|5705996265586688|Algebra Extended 1|4899484530114560
4830925621821440|Assembling Objects|5718254613954560|Connection Items 1|5536471677140992
5861375517655040|Auto and Shop Information|4766215679508480|Woodworking Extended 2|5910757220810752
5945201837211648|Mathematics Knowledge|5661873370300416|Geometry 1|5791727220686848
6473544454111232|Word Knowledge|4879983163998208|Contextualised Questions 1|5643395324182528
5945201837211648|Mathematics Knowledge|5380398393589760|Algebra 2|5652434904940544
5945201837211648|Mathematics Knowledge|5661873370300416|Geometry 1|4545105849483264
5878262490202112|Arithmetic Reasoning|5542332753510400|Fraction 1|6101854595317760
5549399260266496|Electronics Information|5770073394380800|Electrical Systems 1|5226255047720960
5861375517655040|Auto and Shop Information|5582728330215424|Mechanical Systems Extended 2|5429502779850752
5549399260266496|Electronics Information|6051548371091456|Electricity 1|6618543992864768
5878262490202112|Arithmetic Reasoning|6457126427820032|Number Properties 1|6001148920070144
5878262490202112|Arithmetic Reasoning|5894176474398720|Equations 1|5927148344836096
5549399260266496|Electronics Information|5770073394380800|Electrical Systems 1|5938956048793600
5984778887102464|Paragraph Comprehension|4598508187287552|Wider Implications 1|5289436063465472
5878262490202112|Arithmetic Reasoning|5894176474398720|Equations 1|5872554344448000
5878262490202112|Arithmetic Reasoning|6140467079020544|Geometry 1|6452717251723264
4643957105491968|Mechanical Comprehension|6686581456896000|Machines Extended 1|4870224327213056
4643957105491968|Mechanical Comprehension|4799204559945728|Fundamentals of Mechanics 1|5680175008186368
5549399260266496|Electronics Information|6638202945273856|Electricity Extended 1|5333321953312768
6473544454111232|Word Knowledge|6428095535906816|Synonym-based Questions 1|6209899094605824
5533861310103552|General Science|6572076420825088|Physical Science Extended 1|6505649961697280
4643957105491968|Mechanical Comprehension|5643629490077696|Machines 1|5819113140125696
5878262490202112|Arithmetic Reasoning|6394770909822976|Geometry Extended 2|6026032666640384
5984778887102464|Paragraph Comprehension|5679428805853184|Main Idea Extended 3|5232408609685504
6473544454111232|Word Knowledge|4879983163998208|Contextualised Questions 1|6327601062739968
5878262490202112|Arithmetic Reasoning|5542332753510400|Fraction 1|5603302341345280
6473544454111232|Word Knowledge|6428095535906816|Synonym-based Questions 1|5037687058726912
5878262490202112|Arithmetic Reasoning|6703417032441856|Unit Conversion  1|6403058000986112
5861375517655040|Auto and Shop Information|6226772098023424|Mechanical Systems 1|5796816387833856
5533861310103552|General Science|4819397214470144|Physical Science 1|5160470107389952
5878262490202112|Arithmetic Reasoning|6486168484970496|Equations Extended 3|5075166098882560
5878262490202112|Arithmetic Reasoning|5190489032622080|Math Operations 1|4688300528893952
5945201837211648|Mathematics Knowledge|5661873370300416|Geometry 1|6625372890202112
5533861310103552|General Science|6117465406832640|Ecology Extended 1|5984487984857088
5984778887102464|Paragraph Comprehension|5654559737249792|Finding Information Extended 3|5504967234289664
5878262490202112|Arithmetic Reasoning|5190489032622080|Math Operations 1|6091595428397056
5878262490202112|Arithmetic Reasoning|5460007424360448|Percentage Extended 1|6301550834089984
6473544454111232|Word Knowledge|6005883070840832|Contextualised Questions 2|5698911232589824
5878262490202112|Arithmetic Reasoning|5486345732489216|Fraction Extended 1|4615609295831040
5878262490202112|Arithmetic Reasoning|5401595265155072|Percentage 1|4591503575875584
5861375517655040|Auto and Shop Information|4690630965985280|Mechanical Systems Extended 3|4760533974646784
5533861310103552|General Science|4972937287303168|Nutrition & Health Extended 3|5220175334866944
5533861310103552|General Science|4819397214470144|Physical Science 1|5572820052475904
5878262490202112|Arithmetic Reasoning|5401595265155072|Percentage 1|4692027755200512
5878262490202112|Arithmetic Reasoning|5190489032622080|Math Operations 1|6138325645656064
5945201837211648|Mathematics Knowledge|5712882842992640|Geometry Extended 1|4922706008997888
5861375517655040|Auto and Shop Information|4698664433876992|Mechanical Systems Extended 1|6285754170867712
5549399260266496|Electronics Information|5770073394380800|Electrical Systems 1|5292861132111872
5861375517655040|Auto and Shop Information|5100872191180800|Metal Shop 1|5888315398029312
5878262490202112|Arithmetic Reasoning|4979382800089088|Statistics 1|6695697342529536
5878262490202112|Arithmetic Reasoning|4979382800089088|Statistics 1|6272733123969024
5878262490202112|Arithmetic Reasoning|5595905113718784|Distance, Rate, & Time Extended 3|5959374681931776
6473544454111232|Word Knowledge|6428095535906816|Synonym-based Questions 1|6511135450726400
5878262490202112|Arithmetic Reasoning|4966711639932928|Statistics Extended 3|6127795918864384
5878262490202112|Arithmetic Reasoning|6401807945302016|Equations Extended 1|5979595480236032
4643957105491968|Mechanical Comprehension|5643629490077696|Machines 1|4775674491437056
5549399260266496|Electronics Information|6051548371091456|Electricity 1|5502451308298240
5533861310103552|General Science|4819397214470144|Physical Science 1|5359804807643136
5878262490202112|Arithmetic Reasoning|6140467079020544|Geometry 1|5074983480983552
5533861310103552|General Science|4819397214470144|Physical Science 1|5740395835162624
5549399260266496|Electronics Information|6051548371091456|Electricity 1|5456214978723840
6473544454111232|Word Knowledge|4673555786629120|Contextualised Questions Extended 1|5953688237506560
5533861310103552|General Science|5461107028262912|Nutrition & Health Extended 1|4793258513268736
4643957105491968|Mechanical Comprehension|5643629490077696|Machines 1|6033142668328960
5984778887102464|Paragraph Comprehension|4598508187287552|Wider Implications 1|5738872614944768
4830925621821440|Assembling Objects|5718254613954560|Connection Items 1|5193129038708736
5533861310103552|General Science|5618955666325504|Cellular Biology Extended 1|5398605456211968
5861375517655040|Auto and Shop Information|6455470516600832|Automotive Knowledge 2|6566834868322304
5945201837211648|Mathematics Knowledge|5380398393589760|Algebra 2|4683341452279808
5878262490202112|Arithmetic Reasoning|6527495171997696|Percentage 2|6389397689729024
4643957105491968|Mechanical Comprehension|5668232136491008|Fundamentals of Mechanics Extended 1|5744762749452288
5878262490202112|Arithmetic Reasoning|6007742816845824|Ratio & Proportion Extended 1|5896930555068416
5533861310103552|General Science|4819397214470144|Physical Science 1|4837911486791680
5878262490202112|Arithmetic Reasoning|4627539079200768|Distance, Rate, & Time 1|6430717590372352
5861375517655040|Auto and Shop Information|4537922237759488|Woodworking 1|6379037993730048
5533861310103552|General Science|4678659726114816|Earth Science 1|4885753664372736
5878262490202112|Arithmetic Reasoning|4726139650048000|Fraction Extended 3|6711739269775360
5533861310103552|General Science|5160459317542912|Human Body Systems Extended 3|6409297831395328
5878262490202112|Arithmetic Reasoning|6703417032441856|Unit Conversion  1|5582108825223168
5984778887102464|Paragraph Comprehension|6076251815018496|Finding Information 1|6687057311170560
5984778887102464|Paragraph Comprehension|6427577656803328|Word Meaning in Context Extended 1|4896342895755264
5549399260266496|Electronics Information|6051548371091456|Electricity 1|6600053923774464
5984778887102464|Paragraph Comprehension|4815248745824256|Wider Implications Extended 1|4705692476768256
5878262490202112|Arithmetic Reasoning|4849791984992256|Unit Conversion  Extended 1|6584309158772736
5533861310103552|General Science|4583197996220416|Earth Science Extended 2|4997094842564608
5878262490202112|Arithmetic Reasoning|6246020195287040|Ratio & Proportion 1|6706444390891520
5878262490202112|Arithmetic Reasoning|6515234273492992|Distance, Rate, & Time Extended 2|5500388530716672
5549399260266496|Electronics Information|6051548371091456|Electricity 1|5479652346822656
5533861310103552|General Science|6350790444711936|Cellular Biology Extended 3|4802678072803328
4643957105491968|Mechanical Comprehension|5643629490077696|Machines 1|5146740070023168
5533861310103552|General Science|5603096768020480|Human Body Systems Extended 1|6507361061568512
5878262490202112|Arithmetic Reasoning|5190489032622080|Math Operations 1|4675379086229504
5878262490202112|Arithmetic Reasoning|5190489032622080|Math Operations 1|5378633105408000
5878262490202112|Arithmetic Reasoning|5125704442183680|Geometry Extended 3|5244063942967296
5861375517655040|Auto and Shop Information|5100872191180800|Metal Shop 1|6460897755136000
5878262490202112|Arithmetic Reasoning|6703417032441856|Unit Conversion  1|6664090543980544
6473544454111232|Word Knowledge|4524639741018112|Synonym-based Questions Extended 1|5316288113016832
5861375517655040|Auto and Shop Information|5463924526809088|Metal Shop Extended 1|5784376868601856
5878262490202112|Arithmetic Reasoning|6527495171997696|Percentage 2|5496063886622720
4643957105491968|Mechanical Comprehension|4799204559945728|Fundamentals of Mechanics 1|5296623791898624
5878262490202112|Arithmetic Reasoning|6703417032441856|Unit Conversion  1|6388710964723712
5878262490202112|Arithmetic Reasoning|5325854750015488|Number Properties Extended 3|4595008485195776
5984778887102464|Paragraph Comprehension|4598508187287552|Wider Implications 1|4839226954743808
5878262490202112|Arithmetic Reasoning|6457126427820032|Number Properties 1|5269237335588864
6473544454111232|Word Knowledge|6005883070840832|Contextualised Questions 2|6062011693662208
6473544454111232|Word Knowledge|6005883070840832|Contextualised Questions 2|4628787515883520
